kernel,blksz_x,blksz_y,grdsz_x,grdsz_y,numele,inst_per_warp,warp_nonpred_execution_efficiency,inst_replay_overhead,gld_transactions_per_request,gld_transactions,gst_transactions,l2_read_transactions,l2_write_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,dram_read_throughput,dram_write_throughput,tex_cache_throughput,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_write_throughput,gld_efficiency,tex_cache_transactions,flop_count_sp,flop_count_sp_add,flop_count_sp_mul,inst_executed,inst_issued,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,inst_fp_32,inst_integer,inst_control,inst_compute_ld_st,inst_misc,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,l2_tex_read_transactions,stall_memory_throttle,stall_not_selected,l2_tex_write_transactions,ipc,issued_ipc,sm_efficiency,achieved_occupancy,eligible_warps_per_cycle,flop_sp_efficiency,duration,shared_load_transactions_per_request,shared_store_transactions_per_request,shared_store_transactions,shared_load_transactions,shared_load_throughput,shared_store_throughput,stall_texture,stall_sync,shared_efficiency,branch_efficiency,warp_execution_efficiency,local_load_transactions_per_request,local_store_transactions_per_request,gst_transactions_per_request,local_load_transactions,local_store_transactions,local_hit_rate,local_load_throughput,local_store_throughput,gst_efficiency,flop_count_sp_fma,flop_count_sp_special,inst_bit_convert
KernelVectorAddCBTrigILP2,-1.43974,-0.18226,-0.16092,-0.18830,-0.90603, 0.00486,-0.09838,-0.34924,-0.51160,-0.12267,-0.75261,-0.13678,-0.64009,-0.20744,-0.62900,-0.65013,-0.90288,-0.72358,-1.20087,-0.90035, 0.42691, 0.30749,-0.32950, 0.89167,-0.86064,-1.10741,-0.57507,-0.94819,-0.86381,-0.94960,-0.86383, 2.04518, 0.64892,-0.12115,-0.13649,-0.12750,-0.12393,-0.11697,-0.12353, 0.47998, 0.89544,-0.70665,-0.53217,-0.37090,-0.58903,-0.13273,-0.12148,-0.13962,-0.12188,-0.12270,-0.12353,-0.13567,-0.13567,-0.12258,-0.12258,-0.13677,-0.48628,-0.47877,-0.64009,-0.84117,-1.28067, 1.11911,-1.40724,-0.70045,-0.18366,-0.09257, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12007,-0.58131, 0.71268,-0.40724,-0.50656, 0.61654,-0.43736,-0.51513,-0.49873
KernelVectorAddCBTrigILP4_128,-1.43974,-0.18226,-1.01107,-0.18830,-0.90603, 0.37834, 0.07576,-0.49729, 2.38623,-0.11850, 0.04762,-0.13672,-0.21076,-0.20697,-0.56693, 1.74470,-1.10399,-0.86257,-0.88496,-0.68292, 0.88379, 0.73747,-0.36933, 1.07692,-1.06340,-1.17972,-0.65406,-1.15775,-0.86786,-1.16021,-0.86789, 0.55831,-1.94382,-0.12066,-0.13702,-0.12773,-0.12407,-0.10802,-0.12325, 0.77243, 1.38338,-1.19164,-0.54177,-0.39347,-0.61408,-0.13300,-0.12104,-0.14291,-0.12063,-0.12243,-0.12325,-0.13844,-0.13844,-0.12152,-0.12152,-0.13677,-0.48745,-0.48921,-0.21076,-1.13125,-1.99331, 1.13313,-1.84580,-0.90467,-0.82691,-0.08435, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.81831, 0.10461, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.70399,-0.45284,-0.61721,-2.01825,-0.45176,-0.15506,-0.44051
KernelVectorAddCBTrigILP4_128, 1.67071,-0.18226, 0.26416,-0.18830,-0.90603,-0.31681, 0.18985,-0.14703, 2.38623,-0.11850, 0.04762,-0.13437,-0.21076,-0.20499,-0.05794, 1.74303,-0.66758,-0.56095, 0.72026, 0.42190, 0.90083, 0.65997, 0.80624, 0.06840,-0.59780, 1.02822,-0.00284,-0.50956, 1.15462,-0.50181, 1.15463,-0.77949,-1.94382,-0.12056,-0.13702,-0.12773,-0.12407,-0.10675,-0.12227, 1.46956, 0.49427,-0.68875, 1.89437, 0.04764,-0.37115,-0.13254,-0.12012,-0.14084,-0.12024,-0.12138,-0.12227,-0.13585,-0.13585,-0.12124,-0.12124,-0.13444, 1.40754,-0.38522,-0.21076, 0.81900, 0.10671, 0.49832,-0.28047,-0.26903,-1.15173,-0.09543, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.47016, 0.10542, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.27038, 0.16097, 0.87210,-2.01825,-0.45176, 1.16631,-0.17891
KernelVectorAddCBTrigILP2, 0.47438,-0.18226,-0.16092,-0.18830, 1.03486,-0.18313,-0.09723,-0.42868,-0.51160,-0.11850, 0.04762,-0.11344, 0.54257,-0.01138,-0.15358,-0.65013,-0.13412,-0.19224,-0.49394,-0.41380, 0.43150, 0.30975,-0.43644, 0.89042,-0.06007,-0.40450, 0.08330,-0.14688, 0.84967,-0.14867, 0.84966, 1.34427, 0.64892,-0.11866,-0.06981,-0.09641,-0.10694,-0.07017,-0.11216, 0.23579, 0.51164,-0.43624,-0.44640,-0.60824,-0.07776,-0.08170,-0.11546,-0.05363,-0.11569,-0.11240,-0.11216,-0.07007,-0.07007,-0.11569,-0.11569,-0.11349,-0.40326,-0.17068, 0.54257, 1.82321, 1.14921, 0.95053, 0.25875, 0.14798,-1.16270,-0.09010, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11765, 0.63761, 0.71131, 0.20359, 0.97553, 0.61654, 1.33908,-0.51513, 1.11277
KernelVectorAdd, 0.47438,-0.18226,-1.01107,-0.18830, 1.03486,-0.30375, 0.23501,-0.01342,-0.51160,-0.11850, 0.04762,-0.11350,-0.81244,-0.01150,-0.33828,-0.65013, 2.10243, 1.35353, 1.56269, 1.00172,-1.60191,-1.45569,-0.43741,-1.47594, 2.24759, 0.58492,-0.18905, 2.18348,-0.66250, 2.18322,-0.66250,-0.77783, 0.64892,-0.12115,-0.15670,-0.13412,-0.12954,-0.11761,-0.12479,-1.45944,-1.88913, 2.02484,-0.57154,-0.47581,-0.11887,-0.14776,-0.12107,-0.16417,-0.12228,-0.12350,-0.12479,-0.15337,-0.15337,-0.12299,-0.12299,-0.11349,-0.47707,-0.13175,-0.81244,-0.58288,-0.68598,-1.61151, 0.76711,-0.31801,-1.10878,-0.09670, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrig, 0.35475,-0.18226, 1.53940,-0.18830,-0.90603,-0.31795,-0.09065, 0.16352,-0.51160,-0.12267,-0.75261,-0.13680,-0.64835,-0.20667,-0.59324,-0.65013,-0.27006,-0.28621,-0.61896,-0.49984, 0.41034, 0.29879,-0.28048, 0.78655,-0.20611,-0.47775,-0.00484,-0.28868, 0.48694,-0.28510, 0.48696,-0.77662, 0.64892,-0.12111,-0.13702,-0.12773,-0.12407,-0.10734,-0.12342, 0.84527, 0.48433,-0.56679,-0.26628, 0.91531, 0.16078,-0.13313,-0.12157,-0.14167,-0.12154,-0.12243,-0.12342,-0.13648,-0.13648,-0.12240,-0.12240,-0.13677,-0.28439,-0.21536,-0.64835, 1.53098, 0.79836, 0.57457, 0.07238, 0.03373, 1.31096,-0.09709, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12009,-0.59119, 0.70610, 0.07086, 0.65347, 0.61654,-0.45176,-0.51513,-0.51179
KernelVectorAddCBTrigILP2_64,-0.00415,-0.18226, 0.26416,-0.18830,-0.90603,-0.29870, 0.15901,-0.37091, 0.45443,-0.12128,-0.48587,-0.13490,-0.32016,-0.20184, 0.01137, 0.92762,-0.57902,-0.49974,-0.25337,-0.24822, 0.82399, 0.50773, 0.45353,-0.17088,-0.46916, 1.64558, 0.08863,-0.43895, 1.12847,-0.43048, 1.12848,-0.77885,-1.07957,-0.12061,-0.13702,-0.12773,-0.12407,-0.10703,-0.12255, 1.11836, 0.03688,-0.36199, 1.80726,-0.50077, 0.29521,-0.13266,-0.12033,-0.14156,-0.12044,-0.12169,-0.12255,-0.13688,-0.13688,-0.12136,-0.12136,-0.13496, 1.19257, 0.13796,-0.32016, 1.59897, 0.86915, 0.12715, 0.58255, 0.24953,-1.17507,-0.09611, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.45586, 0.28552, 1.17432,-1.13998,-0.45176, 0.81736,-0.24800
KernelVectorAddCBTrigILP2_64, 1.43144,-0.18226,-1.01107,-0.18830,-0.90603,-0.27711, 0.13751,-0.14703, 0.45443,-0.12128,-0.48587,-0.13635,-0.32016,-0.20762,-0.06629, 0.94487,-0.65953,-0.55538,-0.40144,-0.35013, 0.81652, 0.56346,-0.15728, 0.33756,-0.61548, 1.03010,-0.03739,-0.65846, 0.80510,-0.65696, 0.80510,-0.77943,-1.07957,-0.12063,-0.13702,-0.12773,-0.12407,-0.11657,-0.12274, 0.86344, 0.75516,-0.69765, 0.43341, 0.55691,-0.43668,-0.13275,-0.12051,-0.14196,-0.12052,-0.12189,-0.12274,-0.13738,-0.13738,-0.12141,-0.12141,-0.13634,-0.31801,-0.40774,-0.32016,-0.79959, 0.23022,-0.56981,-0.44542,-0.24318, 0.36325,-0.09520, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.55594, 0.17229, 0.89957,-1.13998,-0.45176, 0.55953,-0.29904
KernelVectorAddCBTrigILP4, 0.35475,-0.18226, 1.53940,-0.18830,-0.90603,-0.29874,-0.06134,-0.37813,-0.51160,-0.12267,-0.75261,-0.13674,-0.29096,-0.20677,-0.63004,-0.65013,-0.95743,-0.76127,-1.25103,-0.93488, 0.83351, 0.50306,-0.39831, 1.06994,-0.91254,-1.14607,-0.38822,-1.00503,-0.33728,-1.00553,-0.33729, 1.64190, 0.64892,-0.12046,-0.11411,-0.11778,-0.11811,-0.09494,-0.11967, 1.03142, 1.09025,-0.99425,-0.59958,-0.19828,-0.54929,-0.11571,-0.11978,-0.10833,-0.11984,-0.11908,-0.11967,-0.11185,-0.11185,-0.12048,-0.12048,-0.13677,-0.38147,-0.45892,-0.29096, 0.27639,-0.51749, 1.09139,-1.03664,-0.47783, 0.43207,-0.09142, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11924,-0.16351, 0.69836,-0.18236, 0.03908, 0.61654, 0.17154,-0.51513, 0.05363
KernelVectorAddCBTrigILP2, 0.83328,-0.18226,-0.58599,-0.18830, 1.03486,-0.15270,-0.09752,-0.50813,-0.51160,-0.11850, 0.04762,-0.11344, 0.54274,-0.01140,-0.29469,-0.65013,-0.52080,-0.45950,-0.84953,-0.65853, 0.43155, 0.30989,-0.43732, 0.90522,-0.45942,-0.87827,-0.24709,-0.55004,-0.00952,-0.55326,-0.00954, 0.62954, 0.64892,-0.11866,-0.06980,-0.09641,-0.10694,-0.07020,-0.11219, 0.20579, 0.78289,-0.57031,-0.55028,-0.40495,-0.53341,-0.08169,-0.11547,-0.05367,-0.11572,-0.11243,-0.11219,-0.07017,-0.07017,-0.11570,-0.11570,-0.11349,-0.47370,-0.44831, 0.54274, 0.58263,-0.19006, 1.08550,-0.77219,-0.37993,-1.16211,-0.08489, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11765, 0.63781, 0.71231,-0.10254, 0.23274, 0.61654, 1.33938,-0.51513, 1.11303
KernelVectorAddCB, 1.19218,-0.18226,-0.58599,-0.18830, 1.03486,-0.32025, 0.46109, 0.83878,-0.51160,-0.11850, 0.04762,-0.11350,-0.81244,-0.01147,-0.34782,-0.65013, 2.12295, 1.36772, 1.58156, 1.01471,-1.60191,-1.45569,-0.43741,-1.47594, 2.26920, 0.55115,-0.17287, 2.20486,-0.65616, 2.20498,-0.65616,-0.77780, 0.64892,-0.12114,-0.15304,-0.13412,-0.12224,-0.11734,-0.12425,-1.46051,-1.70885, 1.81562,-0.35047,-0.44584, 0.07615,-0.14410,-0.12105,-0.16398,-0.12214,-0.12275,-0.12425,-0.15294,-0.15294,-0.12295,-0.12295,-0.11349,-0.48125, 0.01038,-0.81244,-0.67845,-0.31756, 0.15972, 1.03554,-0.08253,-0.73035,-0.09673, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4, 1.55108,-0.18226, 1.11432,-0.18830,-0.90603,-0.29921,-0.05885,-0.38535,-0.51160,-0.12267,-0.75261,-0.13674,-0.03287,-0.20764,-0.61080,-0.65013,-0.91827,-0.73421,-1.21503,-0.91009, 0.96933, 0.56204,-0.14005, 1.12889,-0.87743,-1.08034,-0.14103,-0.96422, 0.36187,-0.96406, 0.36186, 1.93140, 0.64892,-0.11997,-0.09756,-0.11060,-0.11380,-0.08635,-0.11705, 1.07623, 1.12580,-1.06868,-0.58714,-0.11533,-0.44768,-0.10312,-0.11863,-0.08588,-0.11846,-0.11670,-0.11705,-0.09510,-0.09510,-0.11897,-0.11897,-0.13677,-0.21651,-0.39423,-0.03287, 1.42822, 0.69011, 0.57329,-0.37495,-0.10818, 1.35997,-0.09235, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11863, 0.14536, 0.71283, 0.10198, 0.72898, 0.61654, 0.62168,-0.51513, 0.46197
KernelVectorAdd,-1.32010,-0.18226,-1.01107,-0.18830,-0.90603,-0.28803, 0.23656,-0.07842,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20765,-0.63155,-0.65013,-0.40709,-0.38091,-0.74497,-0.58657,-1.60191,-1.45569,-0.32923,-1.47594,-0.36044,-0.78608,-0.71513,-0.43155,-1.43783,-0.43458,-1.43784,-0.77761, 0.64892,-0.12176,-0.15807,-0.13686,-0.12954,-0.11778,-0.12665,-1.42064,-0.81140, 1.15290,-0.59982, 0.95456,-0.61072,-0.14913,-0.12287,-0.16703,-0.12350,-0.12543,-0.12665,-0.15628,-0.15628,-0.12438,-0.12438,-0.13677,-0.48564,-0.48735,-0.97653,-1.20993,-2.07574, 0.55992,-1.68010,-0.92926,-1.23774,-0.09690, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4, 1.07255,-0.18226, 0.26416,-0.18830, 1.03486,-0.22278,-0.07540,-0.51174,-0.51160,-0.11850, 0.04762,-0.11340, 0.85713,-0.01135,-0.24074,-0.65013,-0.65579,-0.55280,-0.97366,-0.74397, 0.56467, 0.37718,-0.43741, 0.96919,-0.59867,-0.91662,-0.26521,-0.69070,-0.02996,-0.69363,-0.02999, 0.38004, 0.64892,-0.11807,-0.04964,-0.08766,-0.10169,-0.05964,-0.10843, 0.37491, 0.87885,-0.69164,-0.55949,-0.44299,-0.51819,-0.06636,-0.11380,-0.02466,-0.11406,-0.10877,-0.10843,-0.04811,-0.04811,-0.11399,-0.11399,-0.11349,-0.43955,-0.43688, 0.85713, 0.86004, 0.09064, 0.27471,-0.63582,-0.29526, 0.74726,-0.08185, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11690, 1.01403, 0.71274,-0.09374, 0.25409, 0.61654, 1.88769,-0.51513, 1.61043
KernelVectorAddCBTrigILP2_64, 1.43144,-0.18226,-1.01107,-0.18830, 1.03486,-0.10717, 0.11004,-0.48646, 0.45443,-0.11294, 1.11458,-0.11149, 1.81306,-0.00993, 1.81985, 0.94392,-0.58820,-0.50608,-0.27025,-0.25984, 0.81634, 0.56293,-0.14868, 0.45947,-0.52493, 1.14423, 0.04354,-0.57877, 1.09161,-0.57810, 1.09160, 0.50497,-1.07957,-0.11673,-0.07252,-0.09759,-0.10764,-0.07372,-0.11012, 0.30210, 0.99874,-0.80260, 0.26069,-0.60214,-0.44875,-0.08270,-0.11252,-0.06590,-0.11076,-0.11039,-0.11012,-0.08031,-0.08031,-0.11140,-0.11140,-0.11172,-0.40709,-0.40444, 1.81306, 1.17418, 0.42368,-0.73584,-0.44190,-0.18382, 0.48914,-0.08360, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.64462, 0.27262, 1.14301,-1.13998, 1.26538, 2.52660, 1.64808
KernelVectorAddCB, 1.19218,-0.18226,-1.01107,-0.18830,-0.90603,-0.32895, 0.44524, 1.96541,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20901,-0.63874,-0.65013, 1.00100, 0.59229, 0.54987, 0.30462,-1.60191,-1.45569,-0.36806,-1.47594, 1.01424, 0.04999,-0.39130, 1.03574,-1.00279, 1.03816,-1.00274,-0.76744, 0.64892,-0.12175,-0.15715,-0.13686,-0.12772,-0.11762,-0.12646,-1.43000,-1.23764, 1.30038,-0.35417, 5.44408, 0.26655,-0.14821,-0.12285,-0.16686,-0.12339,-0.12517,-0.12646,-0.15592,-0.15592,-0.12434,-0.12434,-0.13677,-0.47355, 0.05547,-0.97653, 0.61527,-0.16062,-2.38328, 0.99523,-0.06029,-1.21621,-0.09893, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAdd,-0.72194,-0.18226,-0.58599,-0.18830, 1.03486,-0.29275, 0.23621,-0.36369,-0.51160,-0.11850, 0.04762,-0.11350,-0.81244,-0.01150,-0.33352,-0.65013, 1.83618, 1.16952, 1.31786, 0.83321,-1.60191,-1.45569,-0.43741,-1.47594, 1.97280, 0.45249,-0.24709, 1.90603,-0.74476, 1.90532,-0.74476,-0.77831, 0.64892,-0.12115,-0.15670,-0.13412,-0.12954,-0.11762,-0.12480,-1.44873,-1.55907, 1.81520,-0.58352, 0.19506,-0.48493,-0.14776,-0.12107,-0.16421,-0.12229,-0.12352,-0.12480,-0.15343,-0.15343,-0.12300,-0.12300,-0.11349,-0.47440,-0.45707,-0.81244,-0.55638,-0.92915,-0.34529,-0.00007,-0.58800,-1.12189,-0.09644, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4, 1.19218,-0.18226,-1.43615,-0.18830, 1.03486, 0.46462,-0.08211,-0.50813,-0.51160,-0.11850, 0.04762,-0.11339, 0.54257,-0.01134,-0.30151,-0.65013,-0.59213,-0.50880,-0.91512,-0.70368, 0.43146, 0.30985,-0.43741, 0.91241,-0.53291,-0.93030,-0.31084,-0.62436,-0.16821,-0.62668,-0.16823, 0.49771, 0.64892,-0.11868,-0.06981,-0.09641,-0.10694,-0.11097,-0.11172, 0.36069, 0.80054,-0.61973,-0.58462,-0.46274,-0.51325,-0.08170,-0.11525,-0.05234,-0.11585,-0.11179,-0.11172,-0.06897,-0.06897,-0.11587,-0.11587,-0.11349,-0.43658,-0.43387, 0.54257,-0.38858, 0.18004,-0.88414,-0.53748,-0.26792, 0.53376,-0.08350, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11765, 0.63761, 0.71286,-0.15909, 0.09552, 0.61654, 1.33908,-0.51513, 1.11277
KernelVectorAddCBTrig, 0.83328,-0.18226,-0.58599,-0.18830,-0.90603,-0.29337,-0.09634, 0.34768,-0.51160,-0.12267,-0.75261,-0.13681,-0.64835,-0.20793,-0.55687,-0.65013,-0.17523,-0.22066,-0.53175,-0.43982, 0.41055, 0.29825,-0.27837, 0.77900,-0.13081,-0.16867, 0.04338,-0.18877, 0.69204,-0.18683, 0.69206,-0.77593, 0.64892,-0.12114,-0.13702,-0.12773,-0.12407,-0.11700,-0.12359, 1.11058, 0.23267,-0.52807,-0.07702, 1.21587, 0.49157,-0.13313,-0.12161,-0.14210,-0.12178,-0.12265,-0.12359,-0.13732,-0.13732,-0.12250,-0.12250,-0.13676, 0.03653, 0.32166,-0.64835,-0.85106, 1.53141, 0.09769, 0.60456, 0.58301, 1.84106,-0.09754, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12009,-0.59119, 0.70648, 0.14362, 0.83000, 0.61654,-0.45176,-0.51513,-0.51179
KernelVectorAddCBTrig, 1.31181,-0.18226,-1.43615,-0.18830,-0.90603,-0.15966,-0.09948,-0.16147,-0.51160,-0.12267,-0.75261,-0.13678,-0.64835,-0.20651,-0.63392,-0.65013,-0.62967,-0.53475,-0.94964,-0.72744, 0.41033, 0.29882,-0.34883, 0.85557,-0.57372,-0.94149,-0.35308,-0.66347,-0.29079,-0.66136,-0.29079,-0.77921, 0.64892,-0.12116,-0.13702,-0.12773,-0.12407,-0.11705,-0.12368, 0.54964, 0.76862,-0.63619,-0.45380, 0.36206,-0.48312,-0.13313,-0.12163,-0.14232,-0.12190,-0.12277,-0.12368,-0.13776,-0.13776,-0.12256,-0.12256,-0.13677,-0.44991,-0.42063,-0.64835,-0.52450, 0.20063,-1.28235,-0.50600,-0.25702, 0.56896,-0.09578, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12009,-0.59119, 0.68327,-0.20502,-0.01592, 0.61654,-0.45176,-0.51513,-0.51179
KernelVectorAddCBTrigILP4_128, 1.43144,-0.18226,-1.01107,-0.18830,-0.90603,-0.27899, 0.11182,-0.12175, 2.38623,-0.11850, 0.04762,-0.13496,-0.21076,-0.20524,-0.05904, 1.74287,-0.65717,-0.55375, 0.75856, 0.44826, 0.89643, 0.67799, 0.57963, 0.07272,-0.58940, 1.06468,-0.03394,-0.54119, 1.20288,-0.53702, 1.20288,-0.77941,-1.94382,-0.12063,-0.13702,-0.12773,-0.12407,-0.11669,-0.12297, 1.23656, 0.46256,-0.64027, 1.18043, 0.43600,-0.45577,-0.13287,-0.12077,-0.14230,-0.12052,-0.12213,-0.12297,-0.13768,-0.13768,-0.12144,-0.12144,-0.13498, 1.90608,-0.40610,-0.21076,-0.83803,-0.12148, 0.08433,-0.44824,-0.34441, 0.30922,-0.09557, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.73128, 0.10486, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.40522, 0.17561, 0.90763,-2.01825,-0.45176, 0.23168,-0.36394
KernelVectorAdd,-0.84157,-0.18226, 1.53940,-0.18830,-0.90603,-0.33114, 0.20738, 3.01982,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.20817,-0.64974,-0.65013, 1.51883, 0.95018, 1.02604, 0.63236,-1.60191,-1.45569,-0.02627,-1.47594, 1.56449, 0.19768,-0.25695, 1.57534,-0.84280, 1.57352,-0.84273,-0.76370, 0.64892,-0.12174,-0.15807,-0.13686,-0.12954,-0.11763,-0.12655,-1.43679,-1.81520, 1.82989,-0.52862,-0.36534, 0.31596,-0.14913,-0.12284,-0.16676,-0.12339,-0.12530,-0.12655,-0.15587,-0.15587,-0.12431,-0.12431,-0.13677,-0.46535, 0.32344,-0.97653, 0.37127,-0.41596,-1.11154, 1.48224, 0.19173,-1.12492,-0.09915, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2, 0.71365,-0.18226, 1.53940,-0.18830,-0.90603,-0.31653,-0.08103, 0.12019,-0.51160,-0.12267,-0.75261,-0.13677,-0.57326,-0.21088,-0.54541,-0.65013,-0.38164,-0.36332,-0.72156,-0.57046, 0.54349, 0.36666,-0.18161, 0.86545,-0.38111,-0.33301, 0.03369,-0.40494, 0.62902,-0.39971, 0.62903,-0.77742, 0.64892,-0.12096,-0.13221,-0.12564,-0.12282,-0.11647,-0.12254, 0.39732, 0.54042,-0.64621,-0.37512, 0.92611, 0.40547,-0.12947,-0.12109,-0.13338,-0.12111,-0.12168,-0.12254,-0.13011,-0.13011,-0.12200,-0.12200,-0.13677,-0.10280, 0.23462,-0.57326,-0.87560, 1.53143, 0.74867, 0.50156, 0.49985, 1.80658,-0.09695, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11991,-0.50133, 0.70977, 0.14393, 0.83076, 0.61654,-0.32080,-0.51513,-0.39299
KernelVectorAddCB, 1.19218,-0.18226,-0.16092,-0.18830, 1.03486,-0.32451, 0.45638, 0.03352,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01150,-0.33534,-0.65013, 2.08103, 1.33875, 1.54302, 0.98818,-1.60191,-1.45569,-0.43741,-1.47594, 2.22550, 0.58647,-0.17324, 2.16118,-0.66911, 2.15921,-0.66911,-0.77787, 0.64892,-0.12113,-0.15304,-0.13412,-0.12224,-0.11407,-0.12420,-1.39697,-1.65982, 1.75230,-0.34196, 0.63557, 0.05900,-0.14410,-0.12103,-0.16385,-0.12207,-0.12268,-0.12420,-0.15267,-0.15267,-0.12291,-0.12291,-0.11349,-0.47936, 0.01817,-0.81244, 0.42836,-0.35790, 0.36071, 1.01179,-0.07304,-0.76937,-0.09673, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
