kernel,blksz_x,blksz_y,grdsz_x,grdsz_y,numele,inst_per_warp,warp_nonpred_execution_efficiency,inst_replay_overhead,gld_transactions_per_request,gld_transactions,gst_transactions,l2_read_transactions,l2_write_transactions,dram_read_transactions,dram_write_transactions,global_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,dram_read_throughput,dram_write_throughput,tex_cache_throughput,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_write_throughput,gld_efficiency,tex_cache_transactions,flop_count_sp,flop_count_sp_add,flop_count_sp_mul,inst_executed,inst_issued,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,inst_fp_32,inst_integer,inst_control,inst_compute_ld_st,inst_misc,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,l2_tex_read_transactions,stall_memory_throttle,stall_not_selected,l2_tex_write_transactions,ipc,issued_ipc,sm_efficiency,achieved_occupancy,eligible_warps_per_cycle,flop_sp_efficiency,duration,shared_load_transactions_per_request,shared_store_transactions_per_request,shared_store_transactions,shared_load_transactions,shared_load_throughput,shared_store_throughput,stall_texture,stall_sync,shared_efficiency,branch_efficiency,warp_execution_efficiency,local_load_transactions_per_request,local_store_transactions_per_request,gst_transactions_per_request,local_load_transactions,local_store_transactions,local_hit_rate,local_load_throughput,local_store_throughput,gst_efficiency,flop_count_sp_fma,flop_count_sp_special,inst_bit_convert
KernelVectorAddCBTrig, 1.43144,-0.18226, 1.53940,-0.18830,-0.90603,-0.32391,-0.08573,-0.08203,-0.51160,-0.12267,-0.75261,-0.13678,-0.64835,-0.21122,-0.60986,-0.65013,-0.48387,-0.43397,-0.81556,-0.63516, 0.41032, 0.29884,-0.00098, 0.81651,-0.48365,-0.73923,-0.17004,-0.51155, 0.02455,-0.50763, 0.02456,-0.77816, 0.64892,-0.12108,-0.13702,-0.12773,-0.12407,-0.10712,-0.12326, 0.57888, 0.68931,-0.58401,-0.57107, 0.55881,-0.47043,-0.13313,-0.12153,-0.14130,-0.12132,-0.12223,-0.12326,-0.13573,-0.13573,-0.12231,-0.12231,-0.13677,-0.31465,-0.40588,-0.64835, 0.96009, 0.19955, 0.58839,-0.45279,-0.25307, 0.73966,-0.09617, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12009,-0.59119, 0.66461,-0.09316, 0.25550, 0.61654,-0.45176,-0.51513,-0.51179
KernelVectorAddCBTrigILP4_128, 0.47438,-0.18226, 1.11432,-0.18830,-0.90603,-0.31551, 0.18232,-0.20119, 2.38623,-0.11850, 0.04762,-0.13251,-0.21076,-0.19244,-0.04640, 1.72814,-0.59813,-0.51295, 0.97571, 0.59772, 0.90769, 0.59718, 0.74578, 0.06218,-0.38754, 1.34164, 0.09308,-0.24114, 1.47646,-0.23525, 1.47647,-0.77899,-1.94382,-0.12057,-0.13702,-0.12773,-0.12407,-0.10684,-0.12234, 1.15259,-0.03366,-0.28797, 1.74764, 0.47564,-0.04354,-0.13258,-0.12019,-0.14099,-0.12027,-0.12146,-0.12234,-0.13604,-0.13604,-0.12126,-0.12126,-0.13255, 2.20178,-0.17879,-0.21076, 1.13117, 0.37882, 0.64562, 0.24614,-0.08804, 0.45249,-0.09594, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,-3.51368, 0.10536, 0.61536, 0.61536, 2.39538,-0.11944,-0.26390, 0.18894, 0.25864, 1.10910,-2.01825,-0.45176, 1.06963,-0.19806
KernelVectorAddCB, 0.71365,-0.18226,-1.43615,-0.18830, 1.03486,-0.24574, 0.47143,-0.16508,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01150,-0.33038,-0.65013, 0.55876, 0.28664, 0.14320, 0.02473,-1.60191,-1.45569,-0.43741,-1.47594, 0.65443,-0.28319,-0.51546, 0.57491,-1.13942, 0.57106,-1.13944, 2.62494, 0.64892,-0.12116,-0.15304,-0.13412,-0.12224,-0.11431,-0.12437,-1.43999,-0.87027, 1.21448,-0.52807,-0.04089,-0.59484,-0.14410,-0.12108,-0.16426,-0.12230,-0.12290,-0.12437,-0.15349,-0.15349,-0.12302,-0.12302,-0.11349,-0.48683,-0.47776,-0.81244,-0.36483,-1.19065,-1.15982,-0.82241,-0.67314,-0.99200,-0.09374, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4, 0.11549,-0.18226, 0.26416,-0.18830, 1.03486,-0.18368,-0.07846,-0.54062,-0.51160,-0.11850, 0.04762,-0.11341, 0.63936,-0.01140,-0.30121,-0.65013,-0.81642,-0.66382,-1.12136,-0.84563, 0.47668, 0.33311,-0.43723, 0.92861,-0.76465,-1.07075,-0.47664,-0.85809,-0.60255,-0.86191,-0.60258, 0.08315, 0.64892,-0.11848,-0.06360,-0.09372,-0.10532,-0.06688,-0.11063, 0.35822, 0.89972,-0.69236,-0.59864,-0.51406,-0.57305,-0.07698,-0.11476,-0.04356,-0.11521,-0.11076,-0.11063,-0.06218,-0.06218,-0.11526,-0.11526,-0.11349,-0.47381,-0.47029, 0.63936,-0.02052,-0.82886, 0.29809,-1.15715,-0.56961, 0.03469,-0.07556, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11742, 0.75343, 0.71231,-0.31017,-0.27104, 0.61654, 1.50788,-0.51513, 1.26590
KernelVectorAdd,-1.55937,-0.18226,-0.58599,-0.18830,-0.90603,-0.25031, 0.23795,-0.07481,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.20757,-0.63087,-0.65013,-0.76219,-0.62634,-1.07150,-0.81131,-1.60191,-1.45569,-0.32715,-1.47594,-0.71895,-1.01814,-0.78956,-0.80158,-1.54754,-0.80692,-1.54756,-0.78017, 0.64892,-0.12176,-0.15807,-0.13686,-0.12954,-0.11856,-0.12665,-1.41761,-0.69135, 1.05245,-0.60076, 0.12727,-0.61511,-0.14913,-0.12287,-0.16704,-0.12350,-0.12543,-0.12665,-0.15630,-0.15630,-0.12438,-0.12438,-0.13677,-0.48655,-0.48974,-0.97653,-1.15971,-2.29595, 0.81589,-1.89551,-0.99060,-1.25904,-0.09464, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAdd,-0.24341,-0.18226,-1.01107,-0.18830, 1.03486,-0.28803, 0.23656, 0.37657,-0.51160,-0.11850, 0.04762,-0.11352,-0.81244,-0.01148,-0.33324,-0.65013, 1.59937, 1.00585, 1.10011, 0.68334,-1.60191,-1.45569,-0.43741,-1.47594, 1.72864, 0.31571,-0.29709, 1.65927,-0.81792, 1.65670,-0.81792,-0.77874, 0.64892,-0.12116,-0.15670,-0.13412,-0.12954,-0.11762,-0.12481,-1.44683,-1.51152, 1.77743,-0.58517,-0.51983,-0.49535,-0.14776,-0.12107,-0.16422,-0.12230,-0.12352,-0.12481,-0.15345,-0.15345,-0.12300,-0.12300,-0.11349,-0.48189,-0.43546,-0.81244,-0.45378,-1.03737,-1.40989,-0.19605,-0.60902,-1.13541,-0.09613, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2_64,-0.12378,-0.18226,-1.43615,-0.18830, 1.03486, 1.02583, 0.10214,-0.56229, 0.45443,-0.11294, 1.11458,-0.11334, 1.81306,-0.01134, 0.15418, 0.94636,-0.91100,-0.72918,-0.86392,-0.66844, 0.81285, 0.58038,-0.42109, 1.08135,-0.86221,-0.89119,-0.39503,-0.95610,-0.20489,-0.96016,-0.20491,-0.09167,-1.07957,-0.11676,-0.07252,-0.09759,-0.10764,-0.11029,-0.11038, 0.12201, 1.28175,-0.99373,-0.18713,-0.57074,-0.57662,-0.08282,-0.11276,-0.06645,-0.11087,-0.11067,-0.11038,-0.08099,-0.08099,-0.11147,-0.11147,-0.11345,-0.48367,-0.47465, 1.81306,-0.62908,-0.95635,-2.63666,-1.29203,-0.60728,-0.32926,-0.06931, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.70071,-0.18139, 0.04142,-1.13998, 1.26538, 2.17746, 1.57896
KernelVectorAddCBTrig,-1.43974,-0.18226,-0.58599,-0.18830, 1.03486, 1.41981,-0.10038,-0.55868,-0.51160,-0.11850, 0.04762,-0.11346, 0.50031,-0.01142,-0.32591,-0.65013,-0.95890,-0.76229,-1.25239,-0.93581, 0.41032, 0.29884,-0.43741, 0.91070,-0.91178,-1.17146,-0.62825,-1.00656,-1.00281,-1.01166,-1.00284,-0.18021, 0.64892,-0.11876,-0.07252,-0.09759,-0.10764,-0.11165,-0.11306, 0.28086, 0.97001,-0.73399,-0.58777,-0.61360,-0.60517,-0.08376,-0.11617,-0.06562,-0.11608,-0.11301,-0.11306,-0.07986,-0.07986,-0.11578,-0.11578,-0.11349,-0.48769,-0.48479, 0.50031,-0.84642,-1.64117,-0.81764,-1.62168,-0.80410,-0.45528,-0.06480, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11775, 0.58703, 0.71317,-0.45760,-0.62875, 0.61654, 1.26538,-0.51513, 1.04591
KernelVectorAddCBTrigILP2_64, 1.43144,-0.18226,-0.16092,-0.18830, 1.03486,-0.23665, 0.12243,-0.50813, 0.45443,-0.11294, 1.11458,-0.11159, 1.81306,-0.01019, 2.03391, 0.94416,-0.50514,-0.44868,-0.11750,-0.15470, 0.81633, 0.56358,-0.16024, 0.39832,-0.43950, 1.67708, 0.16424,-0.48897, 1.42520,-0.48852, 1.42519, 0.65849,-1.07957,-0.11669,-0.07252,-0.09759,-0.10764,-0.07318,-0.10971, 0.14020, 0.97482,-0.75568, 0.35788,-0.59537,-0.44738,-0.08250,-0.11213,-0.06503,-0.11060,-0.10994,-0.10971,-0.07921,-0.07921,-0.11128,-0.11128,-0.11179,-0.36667,-0.40662, 1.81306, 1.16111, 0.40996, 0.54171,-0.44657,-0.19198, 0.70840,-0.08534, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.63460, 0.38943, 1.42644,-1.13998, 1.26538, 3.08523, 1.75868
KernelVectorAddCBTrigILP4, 1.67071,-0.18226,-0.16092,-0.18830,-0.90603,-0.29823,-0.06401,-0.24091,-0.51160,-0.12267,-0.75261,-0.13674,-0.44959,-0.20937,-0.61112,-0.65013,-0.67955,-0.56922,-0.99550,-0.75900, 0.69971, 0.44200,-0.00730, 0.99450,-0.65263,-0.89630,-0.14532,-0.71546, 0.28170,-0.71131, 0.28170,-0.77957, 0.64892,-0.12076,-0.12428,-0.12219,-0.12075,-0.10023,-0.12128, 1.02171, 0.88329,-0.83861,-0.58218, 0.26638,-0.45649,-0.12344,-0.12048,-0.12213,-0.12069,-0.12055,-0.12128,-0.12214,-0.12214,-0.12141,-0.12141,-0.13677,-0.27306,-0.39819,-0.44959, 1.38394, 0.64382, 0.31548,-0.27412,-0.11770,-1.17426,-0.09545, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11962,-0.35333, 0.71267, 0.03828, 0.57442, 0.61654,-0.10511,-0.51513,-0.19733
KernelVectorAdd,-1.20047,-0.18226, 0.26416,-0.18830,-0.90603,-0.32339, 0.22756, 1.22515,-0.51160,-0.12267,-0.75261,-0.13684,-0.97653,-0.20815,-0.63587,-0.65013, 1.09637, 0.65820, 0.63757, 0.36498,-1.60191,-1.45569,-0.28805,-1.47594, 1.14129, 0.14730,-0.38829, 1.13512,-0.97332, 1.13790,-0.97327,-0.76675, 0.64892,-0.12176,-0.15807,-0.13686,-0.12954,-0.11854,-0.12662,-1.43003,-1.30152, 1.59667,-0.09403,-0.42524,-0.56410,-0.14913,-0.12286,-0.16696,-0.12347,-0.12539,-0.12662,-0.15617,-0.15617,-0.12436,-0.12436,-0.13677,-0.47308,-0.45959,-0.97653,-0.51625,-0.99232,-0.62468,-0.25746,-0.60830,-1.15237,-0.09903, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2,-0.72194,-0.18226, 1.11432,-0.18830,-0.90603,-0.28459,-0.09120,-0.48285,-0.51160,-0.12267,-0.75261,-0.13679,-0.59976,-0.20937,-0.55706,-0.65013,-0.43107,-0.39749,-0.76702,-0.60175, 0.50073, 0.34518,-0.18110, 0.83897,-0.40801,-0.44524,-0.09542,-0.45636, 0.37320,-0.45328, 0.37321,-0.77778, 0.64892,-0.12105,-0.13391,-0.12637,-0.12326,-0.10539,-0.12304, 0.72332, 0.47684,-0.59034,-0.40883, 0.36226, 0.20048,-0.13076,-0.12128,-0.13609,-0.12155,-0.12221,-0.12304,-0.13278,-0.13278,-0.12228,-0.12228,-0.13677,-0.12718, 0.09097,-0.59976, 2.00244, 1.22963,-0.18952, 0.51284, 0.31209, 1.47894,-0.09684, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11998,-0.53305, 0.70832, 0.04438, 0.58921, 0.61654,-0.36703,-0.51513,-0.43493
KernelVectorAddCBTrigILP2, 0.95291,-0.18226,-0.58599,-0.18830,-0.90603,-0.28916,-0.09170,-0.14703,-0.51160,-0.12267,-0.75261,-0.13678,-0.61590,-0.20803,-0.62615,-0.65013,-0.58641,-0.50485,-0.90986,-0.70006, 0.47254, 0.33100,-0.26403, 0.86279,-0.54607,-0.88309,-0.26175,-0.61841,-0.06907,-0.61605,-0.06907,-0.77890, 0.64892,-0.12108,-0.13494,-0.12682,-0.12353,-0.10588,-0.12318, 0.76211, 0.73259,-0.63182,-0.58596, 0.35940,-0.52646,-0.13155,-0.12134,-0.13738,-0.12161,-0.12234,-0.12318,-0.13370,-0.13370,-0.12237,-0.12237,-0.13677,-0.44127,-0.44262,-0.61590, 0.66799,-0.10677, 0.68514,-0.71131,-0.35470, 0.67140,-0.09565, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12001,-0.55235, 0.70949,-0.11880, 0.19330, 0.61654,-0.39516,-0.51513,-0.46045
KernelVectorAddCBTrigILP2, 0.59402,-0.18226,-0.58599,-0.18830,-0.90603,-0.27898,-0.09133, 0.08408,-0.51160,-0.12267,-0.75261,-0.13676,-0.59342,-0.20863,-0.56383,-0.65013,-0.25522,-0.27594,-0.60530,-0.49044, 0.51134, 0.35055,-0.43398, 0.85351,-0.22293,-0.29503, 0.08017,-0.27312, 0.83870,-0.26491, 0.83872,-0.77651, 0.64892,-0.12104,-0.13350,-0.12620,-0.12315,-0.10520,-0.12299, 0.74335, 0.49240,-0.58408,-0.43482,-0.30829, 0.15844,-0.13045,-0.12126,-0.13560,-0.12153,-0.12217,-0.12299,-0.13245,-0.13245,-0.12225,-0.12225,-0.13677,-0.20012, 0.03741,-0.59342, 2.04790, 1.34031, 0.63726, 0.34302, 0.29925,-1.17943,-0.09716, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11996,-0.52546, 0.66145, 0.21454, 1.00209, 0.61654,-0.35596,-0.51513,-0.42489
KernelVectorAddCBTrigILP2_64,-0.00415,-0.18226, 1.53940,-0.18830,-0.90603,-0.31272, 0.19454,-0.40702, 0.45443,-0.12128,-0.48587,-0.13493,-0.32016,-0.20205, 0.01643, 0.93629,-0.48073,-0.43180,-0.07260,-0.12380, 0.82600, 0.50584, 0.60441,-0.25216,-0.36335, 2.08726, 0.25428,-0.30758, 1.52326,-0.30515, 1.52327,-0.77814,-1.07957,-0.12058,-0.13702,-0.12773,-0.12407,-0.10660,-0.12221, 1.13964, 0.17931,-0.51677, 3.05227,-0.50553, 0.37978,-0.13251,-0.12002,-0.14085,-0.12031,-0.12133,-0.12221,-0.13599,-0.13599,-0.12126,-0.12126,-0.13491, 1.18396, 0.21657,-0.32016, 1.72767, 1.00404, 0.35856, 0.59030, 0.32718, 0.71538,-0.09637, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11944,-0.26390, 0.43897, 0.42377, 1.50976,-1.13998,-0.45176, 1.26856,-0.15867
KernelVectorAdd, 0.59402,-0.18226, 1.53940,-0.18830,-0.90603,-0.33369, 0.16825, 1.18904,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.21249,-0.64103,-0.65013, 1.67573, 1.05862, 1.17032, 0.73166,-1.60191,-1.45569, 0.10259,-1.47594, 1.51868, 0.42966,-0.10840, 1.73884,-0.79433, 1.73725,-0.79425,-0.76257, 0.64892,-0.12170,-0.15807,-0.13686,-0.12954,-0.11735,-0.12636,-1.21515,-1.43836, 1.24889,-0.47766, 8.14037, 0.90419,-0.14913,-0.12279,-0.16626,-0.12320,-0.12506,-0.12636,-0.15509,-0.15509,-0.12419,-0.12419,-0.13677,-0.44690, 0.64742,-0.97653, 1.05138, 0.29629,-0.59569, 1.40032, 0.64208,-1.11907,-0.09922, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCB,-0.00415,-0.18226, 0.26416,-0.18830,-0.90603,-0.33161, 0.42724, 0.76656,-0.51160,-0.12267,-0.75261,-0.13686,-0.97653,-0.20638,-0.64902,-0.65013, 1.57324, 0.98779, 1.07608, 0.66680,-1.60191,-1.45569, 0.01320,-1.47594, 1.70032, 0.23959,-0.23182, 1.63204,-0.82599, 1.63030,-0.82591,-0.76331, 0.64892,-0.12174,-0.15715,-0.13686,-0.12772,-0.11843,-0.12640,-1.27217,-1.37970, 1.36850,-0.30589,-0.06638, 0.49586,-0.14821,-0.12283,-0.16670,-0.12330,-0.12510,-0.12640,-0.15562,-0.15562,-0.12430,-0.12430,-0.13677,-0.46944, 0.41509,-0.97653,-0.67661, 0.13134, 0.44963, 1.30129, 0.33951,-0.80331,-0.09921, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP4,-0.72194,-0.18226, 0.68924,-0.18830,-0.90603,-0.26088,-0.07165,-0.25536,-0.51160,-0.12267,-0.75261,-0.13674,-0.50336,-0.20755,-0.62428,-0.65013,-0.66726,-0.56073,-0.98421,-0.75123, 0.63923, 0.41338,-0.43362, 0.96957,-0.62261,-0.93239,-0.20691,-0.70266, 0.13426,-0.69819, 0.13426,-0.77949, 0.64892,-0.12088,-0.12773,-0.12369,-0.12165,-0.10218,-0.12196, 0.70499, 0.91227,-0.78785,-0.58761, 0.15131,-0.50688,-0.12606,-0.12079,-0.12722,-0.12111,-0.12120,-0.12196,-0.12622,-0.12622,-0.12179,-0.12179,-0.13677,-0.42237,-0.42897,-0.50336, 0.90854, 0.14537, 1.00511,-0.53593,-0.27569, 0.94298,-0.09556, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11975,-0.41768, 0.71217,-0.02431, 0.42256, 0.61654,-0.19888,-0.51513,-0.28240
KernelVectorAddCB, 1.43144,-0.18226, 1.11432,-0.18830, 1.03486,-0.32987, 0.44085, 0.82794,-0.51160,-0.11850, 0.04762,-0.11350,-0.81244,-0.01150,-0.33908,-0.65013, 2.05253, 1.31905, 1.51682, 0.97014,-1.60191,-1.45569,-0.43741,-1.47594, 2.19609, 0.55247,-0.14939, 2.13149,-0.67791, 2.13158,-0.67791,-0.77792, 0.64892,-0.12109,-0.15304,-0.13412,-0.12224,-0.11721,-0.12400,-1.44892,-1.66081, 1.67030,-0.16893, 0.68257, 0.41279,-0.14410,-0.12098,-0.16337,-0.12179,-0.12243,-0.12400,-0.15172,-0.15172,-0.12279,-0.12279,-0.11349,-0.47152, 0.32059,-0.81244,-0.70287,-0.24916, 0.52949, 1.22426, 0.15782,-0.74737,-0.09663, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234,-1.63111,-1.63111,-0.53505,-0.12087,-0.98393,-1.61631,-0.70819,-1.23677, 0.61654,-1.02413,-0.51513,-1.03103
KernelVectorAddCBTrigILP2, 1.43144,-0.18226, 1.53940,-0.18830,-0.90603,-0.31700,-0.07566,-0.25175,-0.51160,-0.12267,-0.75261,-0.13678,-0.45227,-0.21005,-0.61930,-0.65013,-0.68732,-0.57459,-1.00265,-0.76392, 0.69691, 0.44069,-0.10853, 0.99218,-0.66670,-0.92972,-0.13348,-0.72356, 0.24707,-0.72242, 0.24707,-0.77963, 0.64892,-0.12072,-0.12445,-0.12227,-0.12080,-0.10031,-0.12129, 0.48956, 0.97159,-0.82049,-0.58170, 0.20542,-0.48023,-0.12357,-0.12057,-0.12327,-0.12039,-0.12051,-0.12129,-0.12243,-0.12243,-0.12125,-0.12125,-0.13677,-0.28446,-0.40478,-0.45227, 1.16973, 0.41921, 0.87936,-0.45452,-0.17243,-1.17428,-0.09476, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11962,-0.35655, 0.71186, 0.02494, 0.54206, 0.61654,-0.10979,-0.51513,-0.20158
KernelVectorAddCBTrigILP4,-0.12378,-0.18226, 1.11432,-0.18830,-0.90603,-0.29788,-0.06581,-0.13980,-0.51160,-0.12267,-0.75261,-0.13675,-0.52218,-0.21082,-0.60399,-0.65013,-0.68946,-0.57607,-1.00462,-0.76528, 0.61559, 0.40198,-0.19362, 0.93664,-0.67605,-0.88015,-0.24269,-0.72574, 0.00472,-0.72218, 0.00472,-0.77965, 0.64892,-0.12090,-0.12893,-0.12421,-0.12196,-0.11620,-0.12202, 1.05218, 0.81174,-0.76909,-0.58241, 0.35017,-0.47373,-0.12698,-0.12081,-0.12844,-0.12107,-0.12122,-0.12202,-0.12685,-0.12685,-0.12184,-0.12184,-0.13677,-0.37502,-0.41290,-0.52218,-0.66317, 0.29231, 0.64244,-0.45222,-0.23082, 0.79816,-0.09541, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11979,-0.44020, 0.71187,-0.07508, 0.29937, 0.61654,-0.23171,-0.51513,-0.31217
KernelVectorAddCBTrigILP2_64, 0.35475,-0.18226, 0.68924,-0.18830, 1.03486,-0.23925, 0.12302,-0.47563, 0.45443,-0.11294, 1.11458,-0.10907, 1.81306,-0.00077, 2.18154, 0.93622,-0.43936,-0.40322, 0.00347,-0.07144, 0.82001, 0.53770, 0.05016, 0.05175,-0.33962, 2.10848, 0.25488,-0.34383, 1.68939,-0.34418, 1.68939, 0.78007,-1.07957,-0.11668,-0.07252,-0.09759,-0.10764,-0.10993,-0.10969, 0.28002, 0.41725,-0.38436, 0.54839,-0.35298,-0.14065,-0.08249,-0.11211,-0.06498,-0.11059,-0.10992,-0.10969,-0.07916,-0.07916,-0.11127,-0.11127,-0.10922, 0.25528,-0.25549, 1.81306,-0.70246, 0.70699, 0.55941, 0.09038,-0.00714, 0.86761,-0.08607, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550, 0.44184,-0.11514, 1.89617, 0.56367, 0.48195, 1.65092,-1.13998, 1.26538, 3.11209, 1.76399
KernelVectorAddCBTrigILP4, 1.67071,-0.18226,-0.58599,-0.18830,-0.90603,-0.29735,-0.06845, 0.00825,-0.51160,-0.12267,-0.75261,-0.13674,-0.60014,-0.21168,-0.59669,-0.65013,-0.46949,-0.42404,-0.80234,-0.62606, 0.50005, 0.34496, 0.02620, 0.85712,-0.47589,-0.66779,-0.12588,-0.49657, 0.27784,-0.48851, 0.27785,-0.77806, 0.64892,-0.12105,-0.13393,-0.12638,-0.12326,-0.10524,-0.12281, 0.85760, 0.63115,-0.58042,-0.57824, 0.59164,-0.46615,-0.13078,-0.12116,-0.13523,-0.12149,-0.12194,-0.12281,-0.13190,-0.13190,-0.12229,-0.12229,-0.13677,-0.32099,-0.40525,-0.60014, 1.25464, 0.50846, 0.77986,-0.27403,-0.16346, 1.06417,-0.09667, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.11998,-0.53350, 0.69665, 0.00982, 0.50538, 0.61654,-0.36768,-0.51513,-0.43553
KernelVectorAddCBTrigILP2,-0.00415,-0.18226, 0.26416,-0.18830,-0.90603,-0.29713,-0.09201,-0.32035,-0.51160,-0.12267,-0.75261,-0.13675,-0.63778,-0.20969,-0.60260,-0.65013,-0.52608,-0.46315,-0.85438,-0.66188, 0.43146, 0.30985,-0.13454, 0.81929,-0.50541,-0.74132,-0.23563,-0.55554,-0.02143,-0.55004,-0.02143,-0.77847, 0.64892,-0.12112,-0.13635,-0.12743,-0.12389,-0.10653,-0.12337, 0.95134, 0.62351,-0.58026,-0.57241,-0.40355,-0.46197,-0.13261,-0.12142,-0.13912,-0.12169,-0.12250,-0.12337,-0.13491,-0.13491,-0.12249,-0.12249,-0.13677,-0.34491,-0.40412,-0.63778, 1.14431, 0.39250, 0.18919,-0.26569,-0.23144, 0.88946,-0.09641, 0.00000, 0.00000,0,0, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27248, 0.11234, 0.61550, 0.61550,-0.53505,-0.12007,-0.57854, 0.66438,-0.10679, 0.22242, 0.61654,-0.43333,-0.51513,-0.49508
